Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit Margin,OrderYear,OrderMonth
9/17/1916,US-2017-132381,8/22/2017,8/24/2017,First Class,Dp-13240,Dean percer,Home Office,United States,Philadelphia,Pennsylvania,5/29/1952,East,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,11/9/1900,1/2/1900,1/0/1900,###############################################################################################################################################################################################################################################################,-26.67%,2017,August
9/18/1916,CA-2015-147011,6/18/2015,6/22/2015,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Miami,Florida,11/1/1990,South,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",1/13/1900,1/4/1900,1/0/1900,1/3/1900,26.25%,2015,June
9/19/1916,CA-2014-120852,12/20/2014,12/25/2014,Standard Class,WB-21850,William Brown,Consumer,United States,Grand Prairie,Texas,6/24/2105,Central,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,1/19/1900,1/2/1900,1/0/1900,###############################################################################################################################################################################################################################################################,-255.00%,2014,December
9/20/1916,CA-2014-120852,12/20/2014,12/25/2014,Standard Class,WB-21850,William Brown,Consumer,United States,Grand Prairie,Texas,6/24/2105,Central,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,3/5/1900,1/5/1900,1/0/1900,###############################################################################################################################################################################################################################################################,-12.50%,2014,December
9/21/1916,CA-2016-150007,9/11/2016,9/16/2016,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Chicago,Illinois,1/21/2066,Central,OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,1/6/1900,1/2/1900,1/0/1900,1/2/1900,35.00%,2016,September
9/22/1916,CA-2016-150007,9/11/2016,9/16/2016,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Chicago,Illinois,1/21/2066,Central,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,1/1/1900,1/3/1900,1/0/1900,###############################################################################################################################################################################################################################################################,-170.00%,2016,September
9/23/1916,CA-2016-124590,11/12/2016,11/16/2016,Standard Class,SP-20920,Susan Pistek,Consumer,United States,Parma,Ohio,10/30/2020,East,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",1/13/1904,1/7/1900,1/0/1900,###############################################################################################################################################################################################################################################################,-1.43%,2016,November
9/24/1916,CA-2016-124590,11/12/2016,11/16/2016,Standard Class,SP-20920,Susan Pistek,Consumer,United States,Parma,Ohio,10/30/2020,East,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",4/19/1900,1/2/1900,1/0/1900,2/2/1900,30.00%,2016,November
9/25/1916,CA-2016-124590,11/12/2016,11/16/2016,Standard Class,SP-20920,Susan Pistek,Consumer,United States,Parma,Ohio,10/30/2020,East,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,1/16/1900,1/6/1900,1/0/1900,1/5/1900,32.50%,2016,November
9/26/1916,CA-2016-124590,11/12/2016,11/16/2016,Standard Class,SP-20920,Susan Pistek,Consumer,United States,Parma,Ohio,10/30/2020,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",3/16/1904,1/9/1900,1/0/1900,1/0/1900,0.00%,2016,November
9/27/1916,CA-2016-124590,11/12/2016,11/16/2016,Standard Class,SP-20920,Susan Pistek,Consumer,United States,Parma,Ohio,10/30/2020,East,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,3/24/1901,1/2/1900,1/0/1900,###############################################################################################################################################################################################################################################################,-2.86%,2016,November
9/28/1916,CA-2016-133802,3/14/2016,3/20/2016,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Redwood City,California,7/11/2157,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,2/10/1900,1/6/1900,1/0/1900,1/14/1900,33.75%,2016,March
9/29/1916,US-2016-113677,11/13/2016,11/19/2016,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,New York City,New York,5/29/1927,East,TEC-PH-10002114,Technology,Phones,Xiaomi Mi3,3/28/1906,1/4/1900,1/0/1900,8/14/1901,26.00%,2016,November
9/30/1916,US-2016-113677,11/13/2016,11/19/2016,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,New York City,New York,5/29/1927,East,OFF-LA-10001569,Office Supplies,Labels,Avery 499,1/14/1900,1/3/1900,1/0/1900,1/6/1900,46.00%,2016,November
10/1/1916,CA-2017-143378,9/19/2017,9/25/2017,Standard Class,JR-16210,Justin Ritter,Corporate,United States,Springfield,Oregon,11/17/2166,West,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,7/9/1900,1/3/1900,1/0/1900,1/19/1900,10.00%,2017,September
10/2/1916,CA-2017-143378,9/19/2017,9/25/2017,Standard Class,JR-16210,Justin Ritter,Corporate,United States,Springfield,Oregon,11/17/2166,West,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,1/23/1900,1/3/1900,1/0/1900,1/6/1900,27.50%,2017,September
10/3/1916,CA-2017-143378,9/19/2017,9/25/2017,Standard Class,JR-16210,Justin Ritter,Corporate,United States,Springfield,Oregon,11/17/2166,West,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",2/12/1901,1/8/1900,1/0/1900,3/1/1900,15.00%,2017,September
10/4/1916,CA-2017-143378,9/19/2017,9/25/2017,Standard Class,JR-16210,Justin Ritter,Corporate,United States,Springfield,Oregon,11/17/2166,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,3/12/1900,1/2/1900,1/0/1900,###############################################################################################################################################################################################################################################################,-176.67%,2017,September
10/5/1916,CA-2017-152660,12/4/2017,12/9/2017,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Chicago,Illinois,12/9/2065,Central,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,3/1/1900,1/2/1900,1/0/1900,1/4/1900,7.50%,2017,December
10/6/1916,CA-2015-142139,8/31/2015,9/5/2015,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Bedford,Texas,2/19/2108,Central,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",1/20/1900,1/4/1900,1/0/1900,1/6/1900,32.50%,2015,August
10/7/1916,CA-2017-145772,6/3/2017,6/7/2017,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Los Angeles,California,7/4/2146,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,2/13/1900,1/5/1900,1/0/1900,1/8/1900,19.00%,2017,June
10/8/1916,CA-2017-145772,6/3/2017,6/7/2017,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Los Angeles,California,7/4/2146,West,OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,1/11/1900,1/2/1900,1/0/1900,1/5/1900,45.00%,2017,June
10/9/1916,CA-2017-145772,6/3/2017,6/7/2017,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Los Angeles,California,7/4/2146,West,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,1/3/1900,1/1/1900,1/0/1900,1/1/1900,32.50%,2017,June
10/10/1916,CA-2016-124100,3/31/2016,4/6/2016,Standard Class,EH-13990,Erica Hackney,Consumer,United States,New York City,New York,5/27/1927,East,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",11/22/1900,1/6/1900,1/0/1900,2/23/1900,16.67%,2016,March
10/11/1916,US-2014-158400,10/25/2014,10/28/2014,First Class,AH-10030,Aaron Hawkins,Corporate,United States,San Francisco,California,8/28/2157,West,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,2/18/1900,1/4/1900,1/0/1900,1/18/1900,37.50%,2014,October
10/12/1916,CA-2017-162033,3/26/2017,4/2/2017,Standard Class,EM-14200,Evan Minnotte,Home Office,United States,Virginia Beach,Virginia,3/28/1964,South,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,2/22/1900,1/3/1900,1/0/1900,1/20/1900,39.00%,2017,March
10/13/1916,CA-2017-162033,3/26/2017,4/2/2017,Standard Class,EM-14200,Evan Minnotte,Home Office,United States,Virginia Beach,Virginia,3/28/1964,South,OFF-FA-10003021,Office Supplies,Fasteners,Staples,1/3/1900,1/2/1900,1/0/1900,1/1/1900,35.00%,2017,March
10/14/1916,CA-2014-163447,12/27/2014,12/31/2014,Standard Class,TB-21190,Thomas Brumley,Home Office,United States,New York City,New York,5/29/1927,East,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",2/5/1902,1/14/1900,1/0/1900,6/9/1900,21.11%,2014,December
10/15/1916,CA-2017-145737,9/15/2017,9/20/2017,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Lebanon,Tennessee,7/15/2001,South,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,6/11/1900,1/5/1900,1/0/1900,2/28/1900,36.25%,2017,September
10/16/1916,CA-2016-148096,8/16/2016,8/19/2016,First Class,AO-10810,Anthony O'Donnell,Corporate,United States,Los Angeles,California,7/13/2146,West,FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",6/9/1900,1/2/1900,1/0/1900,1/12/1900,7.50%,2016,August
10/17/1916,CA-2016-146766,11/4/2016,11/4/2016,Same Day,TT-21220,Thomas Thornton,Consumer,United States,Chula Vista,California,8/22/2151,West,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,7/10/1900,1/4/1900,1/0/1900,2/24/1900,29.00%,2016,November
10/18/1916,CA-2015-105613,10/18/2015,10/22/2015,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Mcallen,Texas,12/4/2114,Central,TEC-AC-10000521,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",1/27/1900,1/3/1900,1/0/1900,1/3/1900,12.50%,2015,October
10/19/1916,CA-2015-105613,10/18/2015,10/22/2015,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Mcallen,Texas,12/4/2114,Central,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,3/13/1900,1/6/1900,1/0/1900,###############################################################################################################################################################################################################################################################,-255.00%,2015,October
10/20/1916,US-2016-142251,10/31/2016,11/4/2016,Second Class,FO-14305,Frank Olsen,Consumer,United States,Hollywood,Florida,5/28/1990,South,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,2/1/1900,1/6/1900,1/0/1900,1/11/1900,35.00%,2016,October
10/21/1916,CA-2014-131247,3/30/2014,4/4/2014,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,San Francisco,California,8/29/2157,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,7/23/1900,1/2/1900,1/0/1900,###############################################################################################################################################################################################################################################################,-5.88%,2014,March
10/22/1916,US-2015-113593,4/18/2015,4/20/2015,First Class,NC-18415,Nathan Cano,Consumer,United States,Santa Maria,California,11/12/2155,West,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,4/24/1900,1/3/1900,1/0/1900,1/30/1900,26.00%,2015,April
10/23/1916,CA-2017-121083,7/9/2017,7/15/2017,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Manchester,Connecticut,7/14/1916,East,OFF-PA-10001497,Office Supplies,Paper,Xerox 1914,9/30/1900,1/5/1900,1/0/1900,5/13/1900,49.00%,2017,July
10/24/1916,CA-2017-121083,7/9/2017,7/15/2017,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Manchester,Connecticut,7/14/1916,East,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,7/13/1900,1/4/1900,1/0/1900,1/3/1900,2.00%,2017,July
10/25/1916,CA-2017-121083,7/9/2017,7/15/2017,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Manchester,Connecticut,7/14/1916,East,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,9/13/1900,1/2/1900,1/0/1900,3/14/1900,29.00%,2017,July
10/26/1916,CA-2017-121083,7/9/2017,7/15/2017,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Manchester,Connecticut,7/14/1916,East,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,4/28/1900,1/6/1900,1/0/1900,2/17/1900,41.00%,2017,July
10/27/1916,CA-2017-151190,6/27/2017,7/1/2017,Standard Class,GT-14710,Greg Tran,Consumer,United States,Omaha,Nebraska,6/16/2086,Central,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",1/20/1900,1/3/1900,1/0/1900,1/9/1900,46.00%,2017,June
10/28/1916,CA-2014-133543,12/22/2014,12/26/2014,Standard Class,KM-16660,Khloe Miller,Consumer,United States,San Jose,California,6/7/2160,West,OFF-AR-10003394,Office Supplies,Art,Newell 332,1/11/1900,1/4/1900,1/0/1900,1/3/1900,27.00%,2014,December
10/29/1916,CA-2017-105130,11/21/2017,11/25/2017,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,San Francisco,California,9/10/2157,West,OFF-AR-10003394,Office Supplies,Art,Newell 332,1/11/1900,1/4/1900,1/0/1900,1/3/1900,27.00%,2017,November
10/30/1916,CA-2017-105130,11/21/2017,11/25/2017,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,San Francisco,California,9/10/2157,West,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,2/9/1900,1/2/1900,1/0/1900,1/14/1900,36.25%,2017,November
10/31/1916,CA-2016-161928,6/27/2016,6/29/2016,Second Class,AC-10660,Anna Chung,Consumer,United States,San Francisco,California,8/28/2157,West,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,7/19/1900,1/2/1900,1/0/1900,1/12/1900,6.25%,2016,June
11/1/1916,CA-2017-101322,12/28/2017,12/31/2017,First Class,JG-15310,Jason Gross,Corporate,United States,Long Beach,California,8/11/2148,West,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,12/5/1900,1/6/1900,1/0/1900,###############################################################################################################################################################################################################################################################,-10.00%,2017,December
11/2/1916,US-2016-106600,4/8/2016,4/11/2016,First Class,RM-19375,Raymond Messe,Consumer,United States,Columbus,Georgia,5/10/1987,South,FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black",12/19/1900,1/5/1900,1/0/1900,3/28/1900,25.00%,2016,April
11/3/1916,CA-2014-111871,3/18/2014,3/21/2014,Second Class,EK-13795,Eileen Kiefer,Home Office,United States,San Francisco,California,8/29/2157,West,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",4/12/1903,1/10/1900,1/0/1900,3/10/1900,5.88%,2014,March
11/4/1916,CA-2017-139437,7/3/2017,7/8/2017,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Los Angeles,California,6/2/2146,West,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,3/27/1900,1/4/1900,1/0/1900,1/0/1900,1.00%,2017,July
11/5/1916,CA-2017-151484,4/20/2017,4/23/2017,First Class,CV-12805,Cynthia Voltz,Corporate,United States,Philadelphia,Pennsylvania,5/6/1952,East,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",2/20/1900,1/2/1900,1/0/1900,1/10/1900,20.00%,2017,April
11/6/1916,CA-2017-151484,4/20/2017,4/23/2017,First Class,CV-12805,Cynthia Voltz,Corporate,United States,Philadelphia,Pennsylvania,5/6/1952,East,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",2/20/1900,1/3/1900,1/0/1900,1/5/1900,11.25%,2017,April
11/7/1916,CA-2017-151484,4/20/2017,4/23/2017,First Class,CV-12805,Cynthia Voltz,Corporate,United States,Philadelphia,Pennsylvania,5/6/1952,East,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,11/27/1900,1/1/1900,1/0/1900,2/2/1900,10.00%,2017,April
11/8/1916,CA-2017-151484,4/20/2017,4/23/2017,First Class,CV-12805,Cynthia Voltz,Corporate,United States,Philadelphia,Pennsylvania,5/6/1952,East,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",2/11/1900,1/3/1900,1/0/1900,1/9/1900,22.50%,2017,April
11/9/1916,CA-2016-104150,8/3/2016,8/5/2016,Second Class,AG-10330,Alex Grayson,Consumer,United States,Tulsa,Oklahoma,12/19/2102,Central,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",3/21/1900,1/3/1900,1/0/1900,2/7/1900,47.00%,2016,August
11/10/1916,CA-2016-104150,8/3/2016,8/5/2016,Second Class,AG-10330,Alex Grayson,Consumer,United States,Tulsa,Oklahoma,12/19/2102,Central,TEC-AC-10004803,Technology,Accessories,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,6/15/1900,1/12/1900,1/0/1900,1/23/1900,14.00%,2016,August
11/11/1916,CA-2016-161025,12/3/2016,12/9/2016,Standard Class,GM-14440,Gary McGarr,Consumer,United States,Los Angeles,California,7/17/2146,West,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,2/10/1902,1/4/1900,1/0/1900,4/17/1900,14.00%,2016,December
11/12/1916,CA-2014-103989,3/19/2014,3/21/2014,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,7/16/1992,South,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,11/18/1900,1/3/1900,1/0/1900,1/28/1900,8.75%,2014,March
11/13/1916,CA-2014-103989,3/19/2014,3/21/2014,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,7/16/1992,South,OFF-LA-10000443,Office Supplies,Labels,Avery 501,1/11/1900,1/4/1900,1/0/1900,1/3/1900,33.75%,2014,March
11/14/1916,CA-2014-103989,3/19/2014,3/21/2014,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,7/16/1992,South,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,1/26/1900,1/3/1900,1/0/1900,1/1/1900,7.50%,2014,March
11/15/1916,CA-2014-103989,3/19/2014,3/21/2014,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,7/16/1992,South,OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",2/2/1900,1/5/1900,1/0/1900,###############################################################################################################################################################################################################################################################,-76.67%,2014,March
11/16/1916,CA-2014-103989,3/19/2014,3/21/2014,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,7/16/1992,South,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,1/4/1900,1/3/1900,1/0/1900,1/1/1900,27.50%,2014,March
11/17/1916,CA-2014-103989,3/19/2014,3/21/2014,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,7/16/1992,South,FUR-FU-10002508,Furniture,Furnishings,Document Clip Frames,1/20/1900,1/3/1900,1/0/1900,1/5/1900,27.50%,2014,March
11/18/1916,CA-2014-103989,3/19/2014,3/21/2014,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,7/16/1992,South,TEC-AC-10002647,Technology,Accessories,"Logitech Wireless Boombox Speaker - portable - wireless, wired",6/18/1900,1/2/1900,1/0/1900,2/22/1900,31.25%,2014,March
11/19/1916,CA-2015-142433,4/20/2015,4/25/2015,Standard Class,ES-14020,Erica Smith,Consumer,United States,Houston,Texas,11/30/2110,Central,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,4/26/1900,1/3/1900,1/0/1900,2/13/1900,37.50%,2015,April
11/20/1916,CA-2015-132815,9/19/2015,9/22/2015,Second Class,RW-19540,Rick Wilson,Corporate,United States,Los Angeles,California,6/6/2146,West,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,1/22/1900,1/2/1900,1/0/1900,1/11/1900,49.00%,2015,September
11/21/1916,CA-2014-101266,8/27/2014,8/30/2014,Second Class,MM-17920,Michael Moore,Consumer,United States,Springfield,Virginia,8/25/1960,South,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,1/13/1900,1/2/1900,1/0/1900,1/6/1900,48.00%,2014,August
11/22/1916,CA-2016-141523,12/19/2016,12/24/2016,Second Class,MH-17440,Mark Haberlin,Corporate,United States,New York City,New York,6/22/1927,East,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",2/3/1900,1/3/1900,1/0/1900,1/11/1900,33.75%,2016,December
11/23/1916,CA-2016-141523,12/19/2016,12/24/2016,Second Class,MH-17440,Mark Haberlin,Corporate,United States,New York City,New York,6/22/1927,East,OFF-AR-10001545,Office Supplies,Art,Newell 326,1/3/1900,1/2/1900,1/0/1900,1/1/1900,29.00%,2016,December
11/24/1916,US-2014-106299,8/2/2014,8/8/2014,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Springfield,Missouri,3/2/2080,Central,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,1/26/1900,1/5/1900,1/0/1900,1/12/1900,47.00%,2014,August
11/25/1916,US-2014-106299,8/2/2014,8/8/2014,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Springfield,Missouri,3/2/2080,Central,TEC-AC-10003237,Technology,Accessories,Memorex Micro Travel Drive 4 GB,1/21/1900,1/2/1900,1/0/1900,1/9/1900,43.00%,2014,August
11/26/1916,US-2014-106299,8/2/2014,8/8/2014,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Springfield,Missouri,3/2/2080,Central,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,4/17/1902,1/2/1900,1/0/1900,8/13/1900,27.00%,2014,August
11/27/1916,CA-2015-158421,9/21/2015,9/26/2015,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,12/14/1979,South,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,8/16/1904,1/4/1900,1/0/1900,2/25/1901,25.00%,2015,September
11/28/1916,CA-2015-158421,9/21/2015,9/26/2015,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,12/14/1979,South,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,3/25/1900,1/7/1900,1/0/1900,1/24/1900,28.00%,2015,September
11/29/1916,CA-2015-158421,9/21/2015,9/26/2015,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,12/14/1979,South,OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",4/30/1900,1/2/1900,1/0/1900,2/26/1900,47.00%,2015,September
11/30/1916,CA-2015-158421,9/21/2015,9/26/2015,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,12/14/1979,South,OFF-PA-10001801,Office Supplies,Paper,Xerox 193,1/23/1900,1/4/1900,1/0/1900,1/11/1900,49.00%,2015,September
12/1/1916,CA-2015-158421,9/21/2015,9/26/2015,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,12/14/1979,South,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,3/3/1900,1/2/1900,1/0/1900,1/6/1900,10.00%,2015,September
12/2/1916,CA-2015-158421,9/21/2015,9/26/2015,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,12/14/1979,South,TEC-PH-10000369,Technology,Phones,HTC One Mini,9/20/1901,1/5/1900,1/0/1900,6/24/1900,28.00%,2015,September
12/3/1916,CA-2015-158421,9/21/2015,9/26/2015,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,12/14/1979,South,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,4/22/1900,1/3/1900,1/0/1900,2/1/1900,29.00%,2015,September
12/4/1916,CA-2015-158421,9/21/2015,9/26/2015,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,12/14/1979,South,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",1/14/1900,1/2/1900,1/0/1900,1/6/1900,47.00%,2015,September
12/5/1916,CA-2015-158421,9/21/2015,9/26/2015,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,12/14/1979,South,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",6/5/1902,1/8/1900,1/0/1900,1/17/1900,2.00%,2015,September
12/6/1916,CA-2016-143609,12/11/2016,12/13/2016,First Class,DB-13270,Deborah Brumfield,Home Office,United States,Portland,Oregon,2/19/2166,West,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",2/6/1901,1/5/1900,1/0/1900,1/25/1900,6.25%,2016,December
12/7/1916,CA-2015-138331,8/7/2015,8/12/2015,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,Philadelphia,Pennsylvania,5/6/1952,East,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,4/15/1900,1/10/1900,1/0/1900,1/10/1900,10.00%,2015,August
12/8/1916,CA-2015-138954,11/15/2015,11/17/2015,First Class,MH-17785,Maya Herman,Corporate,United States,New York City,New York,6/22/1927,East,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,3/10/1900,1/3/1900,1/0/1900,1/20/1900,29.00%,2015,November
12/9/1916,CA-2015-138954,11/15/2015,11/17/2015,First Class,MH-17785,Maya Herman,Corporate,United States,New York City,New York,6/22/1927,East,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,2/3/1900,1/6/1900,1/0/1900,1/11/1900,33.75%,2015,November
12/10/1916,CA-2015-138954,11/15/2015,11/17/2015,First Class,MH-17785,Maya Herman,Corporate,United States,New York City,New York,6/22/1927,East,OFF-AR-10001955,Office Supplies,Art,Newell 319,4/28/1900,1/6/1900,1/0/1900,2/4/1900,30.00%,2015,November
12/11/1916,CA-2017-157903,4/4/2017,4/8/2017,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Des Plaines,Illinois,4/24/2064,Central,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,1/17/1901,1/4/1900,1/0/1900,2/16/1900,12.50%,2017,April
12/12/1916,CA-2016-157259,12/24/2016,12/28/2016,Standard Class,JM-15535,Jessica Myrick,Consumer,United States,New York City,New York,6/22/1927,East,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,3/9/1902,1/9/1900,1/0/1900,7/25/1900,26.00%,2016,December
